userID,recency,frequency,quantity_avg,quantity_total,R,F,RF_Segment_Concat,RF_Score,RF_Level
5650,8,83,1.3614457831325302,113,4,4,44,8,3
5651,4,21,1.1904761904761905,25,4,3,43,7,3
5652,11,18,2.888888888888889,52,4,3,43,7,3
5653,15,12,1.0,12,3,2,32,5,2
5654,4,32,1.125,36,4,4,44,8,3
5655,21,33,1.2424242424242424,41,3,4,34,7,3
5656,20,18,1.3333333333333333,24,3,3,33,6,2
5657,14,63,1.1904761904761905,75,3,4,34,7,3
5658,7,16,1.3125,21,4,2,42,6,2
5659,4,19,1.5263157894736843,29,4,3,43,7,3
5660,41,25,1.2,30,1,3,13,4,1
5661,5,26,1.3461538461538463,35,4,3,43,7,3
5662,21,6,1.3333333333333333,8,3,1,31,4,1
5663,13,19,1.263157894736842,24,3,3,33,6,2
5664,3,34,1.0588235294117647,36,4,4,44,8,3
5665,35,15,1.2666666666666666,19,2,2,22,4,1
5666,5,19,1.0526315789473684,20,4,3,43,7,3
5667,22,10,1.2,12,2,1,21,3,1
5668,22,19,1.1578947368421053,22,2,3,23,5,2
5669,31,23,1.6956521739130435,39,2,3,23,5,2
5670,45,18,1.3333333333333333,24,1,3,13,4,1
5671,40,14,1.7857142857142858,25,1,2,12,3,1
5672,16,11,1.3636363636363635,15,3,2,32,5,2
5673,15,11,1.5454545454545454,17,3,2,32,5,2
5674,33,29,1.206896551724138,35,2,4,24,6,2
5675,88,11,1.0909090909090908,12,1,2,12,3,1
5676,4,35,1.2857142857142858,45,4,4,44,8,3
5677,59,14,1.5,21,1,2,12,3,1
5678,20,38,1.5263157894736843,58,3,4,34,7,3
5679,16,17,1.2941176470588236,22,3,2,32,5,2
5680,5,28,1.0714285714285714,30,4,4,44,8,3
5681,24,55,1.6545454545454545,91,2,4,24,6,2
5682,22,77,1.2337662337662338,95,2,4,24,6,2
5683,17,66,1.2121212121212122,80,3,4,34,7,3
5684,68,21,1.3333333333333333,28,1,3,13,4,1
5685,75,8,1.25,10,1,1,11,2,0
5686,61,6,1.0,6,1,1,11,2,0
5687,26,18,1.1111111111111112,20,2,3,23,5,2
5688,7,13,1.1538461538461537,15,4,2,42,6,2
5689,11,21,1.380952380952381,29,4,3,43,7,3
5690,11,18,1.2777777777777777,23,4,3,43,7,3
5691,48,11,1.0909090909090908,12,1,2,12,3,1
5692,12,16,1.125,18,4,2,42,6,2
5693,19,29,1.2758620689655173,37,3,4,34,7,3
5694,3,31,1.3548387096774193,42,4,4,44,8,3
5695,20,27,1.4814814814814814,40,3,4,34,7,3
5696,43,29,1.206896551724138,35,1,4,14,5,2
5697,22,9,1.1111111111111112,10,2,1,21,3,1
5698,47,33,1.3333333333333333,44,1,4,14,5,2
5699,48,6,5.333333333333333,32,1,1,11,2,0
5700,60,5,1.2,6,1,1,11,2,0
5701,16,14,2.0714285714285716,29,3,2,32,5,2
5702,11,28,1.1785714285714286,33,4,4,44,8,3
5703,22,21,1.4761904761904763,31,2,3,23,5,2
5704,37,10,1.4,14,2,1,21,3,1
5705,40,13,1.4615384615384615,19,1,2,12,3,1
5706,42,15,1.2666666666666666,19,1,2,12,3,1
5707,30,11,2.1818181818181817,24,2,2,22,4,1
5708,90,1,1.0,1,1,1,11,2,0
5709,19,32,1.28125,41,3,4,34,7,3
5710,65,12,1.5,18,1,2,12,3,1
5711,2,9,2.2222222222222223,20,4,1,41,5,2
5712,12,21,1.1904761904761905,25,4,3,43,7,3
5713,3,32,1.5,48,4,4,44,8,3
5714,21,51,1.1568627450980393,59,3,4,34,7,3
5715,72,18,1.0,18,1,3,13,4,1
5716,48,24,2.25,54,1,3,13,4,1
5717,32,12,1.25,15,2,2,22,4,1
5718,60,5,1.6,8,1,1,11,2,0
5719,34,46,1.6956521739130435,78,2,4,24,6,2
5720,14,17,1.3529411764705883,23,3,2,32,5,2
5721,4,9,2.3333333333333335,21,4,1,41,5,2
5722,31,14,1.7857142857142858,25,2,2,22,4,1
5723,187,7,1.1428571428571428,8,1,1,11,2,0
5724,30,18,1.1666666666666667,21,2,3,23,5,2
5725,18,15,1.3333333333333333,20,3,2,32,5,2
5726,5,11,1.5454545454545454,17,4,2,42,6,2
5727,4,30,1.2666666666666666,38,4,4,44,8,3
5728,16,12,1.8333333333333333,22,3,2,32,5,2
5729,47,12,1.5833333333333333,19,1,2,12,3,1
5730,16,15,1.4,21,3,2,32,5,2
5731,22,14,1.2857142857142858,18,2,2,22,4,1
5732,2,6,1.6666666666666667,10,4,1,41,5,2
5733,38,14,1.3571428571428572,19,2,2,22,4,1
5734,13,24,1.0416666666666667,25,3,3,33,6,2
5735,6,25,1.76,44,4,3,43,7,3
5736,59,23,1.391304347826087,32,1,3,13,4,1
5737,17,25,1.08,27,3,3,33,6,2
5738,47,5,2.0,10,1,1,11,2,0
5739,3,9,1.3333333333333333,12,4,1,41,5,2
5740,10,16,1.4375,23,4,2,42,6,2
5741,15,7,1.8571428571428572,13,3,1,31,4,1
5742,113,14,1.3571428571428572,19,1,2,12,3,1
5743,135,2,1.5,3,1,1,11,2,0
5744,18,50,1.2,60,3,4,34,7,3
5745,27,8,1.125,9,2,1,21,3,1
5746,52,15,1.2,18,1,2,12,3,1
5747,110,9,1.8888888888888888,17,1,1,11,2,0
5748,12,17,1.2352941176470589,21,4,2,42,6,2
5749,9,33,1.2424242424242424,41,4,4,44,8,3
5750,11,42,1.3095238095238095,55,4,4,44,8,3
5751,22,17,1.0588235294117647,18,2,2,22,4,1
5752,12,38,1.2894736842105263,49,4,4,44,8,3
5753,4,24,1.25,30,4,3,43,7,3
5754,15,11,2.3636363636363638,26,3,2,32,5,2
5755,39,17,2.1176470588235294,36,2,2,22,4,1
5756,1,7,1.7142857142857142,12,4,1,41,5,2
5757,16,18,1.3333333333333333,24,3,3,33,6,2
5758,18,10,1.2,12,3,1,31,4,1
5759,15,15,1.0666666666666667,16,3,2,32,5,2
5760,68,3,4.333333333333333,13,1,1,11,2,0
5761,107,3,1.0,3,1,1,11,2,0
5762,8,32,1.5625,50,4,4,44,8,3
5763,64,10,1.1,11,1,1,11,2,0
5764,9,6,2.3333333333333335,14,4,1,41,5,2
5765,123,12,1.1666666666666667,14,1,2,12,3,1
5766,11,7,2.2857142857142856,16,4,1,41,5,2
5767,33,13,1.2307692307692308,16,2,2,22,4,1
5768,2,55,1.1818181818181819,65,4,4,44,8,3
5769,4,16,1.25,20,4,2,42,6,2
5770,1,8,1.75,14,4,1,41,5,2
5771,56,30,1.4,42,1,4,14,5,2
5772,24,20,1.5,30,2,3,23,5,2
5773,95,16,1.0625,17,1,2,12,3,1
5774,31,5,1.8,9,2,1,21,3,1
5775,23,35,1.4857142857142858,52,2,4,24,6,2
5776,2,16,1.5625,25,4,2,42,6,2
5777,34,9,1.0,9,2,1,21,3,1
5778,33,26,1.5769230769230769,41,2,3,23,5,2
5779,109,8,1.0,8,1,1,11,2,0
5780,28,40,1.25,50,2,4,24,6,2
5781,56,5,1.0,5,1,1,11,2,0
5782,11,25,1.32,33,4,3,43,7,3
5783,17,33,1.0909090909090908,36,3,4,34,7,3
5784,15,39,1.4871794871794872,58,3,4,34,7,3
5785,18,8,1.125,9,3,1,31,4,1
5786,7,25,1.12,28,4,3,43,7,3
5787,18,22,1.6363636363636365,36,3,3,33,6,2
5788,149,4,1.0,4,1,1,11,2,0
5789,41,29,1.0689655172413792,31,1,4,14,5,2
5790,33,23,1.173913043478261,27,2,3,23,5,2
5791,18,34,2.1176470588235294,72,3,4,34,7,3
5792,30,7,1.4285714285714286,10,2,1,21,3,1
5793,33,4,1.0,4,2,1,21,3,1
5794,33,17,1.2941176470588236,22,2,2,22,4,1
5795,11,38,1.3421052631578947,51,4,4,44,8,3
5796,33,20,1.65,33,2,3,23,5,2
5797,29,16,1.6875,27,2,2,22,4,1
5798,10,13,1.1538461538461537,15,4,2,42,6,2
5799,170,1,1.0,1,1,1,11,2,0
5800,6,16,1.0625,17,4,2,42,6,2
5801,48,21,1.1904761904761905,25,1,3,13,4,1
5802,167,10,1.1,11,1,1,11,2,0
5803,10,15,1.1333333333333333,17,4,2,42,6,2
5804,62,7,1.0,7,1,1,11,2,0
5805,5,44,1.5681818181818181,69,4,4,44,8,3
5806,118,4,1.25,5,1,1,11,2,0
5807,31,37,1.054054054054054,39,2,4,24,6,2
5808,3,14,1.0714285714285714,15,4,2,42,6,2
5809,48,32,1.125,36,1,4,14,5,2
5810,32,6,2.0,12,2,1,21,3,1
5811,24,15,2.0,30,2,2,22,4,1
5812,13,21,1.4761904761904763,31,3,3,33,6,2
5813,12,22,1.0909090909090908,24,4,3,43,7,3
5814,82,3,1.6666666666666667,5,1,1,11,2,0
5815,12,44,1.2727272727272727,56,4,4,44,8,3
5816,39,21,1.1428571428571428,24,2,3,23,5,2
5817,15,22,1.0909090909090908,24,3,3,33,6,2
5818,56,11,1.0,11,1,2,12,3,1
5819,19,34,1.1470588235294117,39,3,4,34,7,3
5820,66,5,1.4,7,1,1,11,2,0
5821,33,8,1.375,11,2,1,21,3,1
5822,6,35,1.3428571428571427,47,4,4,44,8,3
5823,18,11,1.1818181818181819,13,3,2,32,5,2
5824,145,3,1.0,3,1,1,11,2,0
5825,13,6,1.8333333333333333,11,3,1,31,4,1
5826,14,26,1.0,26,3,3,33,6,2
5827,85,11,1.5454545454545454,17,1,2,12,3,1
5828,42,7,1.7142857142857142,12,1,1,11,2,0
5829,7,39,1.2307692307692308,48,4,4,44,8,3
5830,13,24,1.0833333333333333,26,3,3,33,6,2
5831,1,36,1.3611111111111112,49,4,4,44,8,3
5832,4,12,1.5,18,4,2,42,6,2
5833,4,46,1.1521739130434783,53,4,4,44,8,3
5834,73,3,2.0,6,1,1,11,2,0
5835,13,40,1.7,68,3,4,34,7,3
5836,10,4,2.75,11,4,1,41,5,2
5837,18,11,1.8181818181818181,20,3,2,32,5,2
5838,70,3,1.0,3,1,1,11,2,0
5839,3,16,1.4375,23,4,2,42,6,2
5840,94,16,1.125,18,1,2,12,3,1
5841,88,10,1.3,13,1,1,11,2,0
5842,27,21,1.0952380952380953,23,2,3,23,5,2
5843,110,9,1.2222222222222223,11,1,1,11,2,0
5844,10,14,1.5,21,4,2,42,6,2
5845,17,5,1.2,6,3,1,31,4,1
5846,12,20,1.95,39,4,3,43,7,3
5847,26,8,2.375,19,2,1,21,3,1
5848,45,10,1.4,14,1,1,11,2,0
5849,24,21,1.619047619047619,34,2,3,23,5,2
5850,5,18,2.0,36,4,3,43,7,3
5851,144,6,1.1666666666666667,7,1,1,11,2,0
5852,136,7,1.0,7,1,1,11,2,0
5853,95,28,5.928571428571429,166,1,4,14,5,2
5854,19,31,1.1290322580645162,35,3,4,34,7,3
5855,136,8,1.75,14,1,1,11,2,0
5856,24,24,1.2916666666666667,31,2,3,23,5,2
5857,43,13,1.3076923076923077,17,1,2,12,3,1
5858,12,36,1.1388888888888888,41,4,4,44,8,3
5859,20,6,1.1666666666666667,7,3,1,31,4,1
5860,17,20,1.1,22,3,3,33,6,2
5861,47,16,1.25,20,1,2,12,3,1
5862,4,25,2.76,69,4,3,43,7,3
5863,157,3,1.0,3,1,1,11,2,0
5864,27,33,1.2424242424242424,41,2,4,24,6,2
5865,7,11,1.1818181818181819,13,4,2,42,6,2
5866,5,16,2.9375,47,4,2,42,6,2
5867,18,24,1.375,33,3,3,33,6,2
5868,34,19,2.5789473684210527,49,2,3,23,5,2
5869,64,10,3.2,32,1,1,11,2,0
5870,4,31,1.096774193548387,34,4,4,44,8,3
5871,24,25,1.12,28,2,3,23,5,2
5872,16,32,1.53125,49,3,4,34,7,3
5873,5,16,2.125,34,4,2,42,6,2
5874,13,29,1.0344827586206897,30,3,4,34,7,3
5875,7,25,1.48,37,4,3,43,7,3
5876,1,5,1.0,5,4,1,41,5,2
5877,23,11,1.3636363636363635,15,2,2,22,4,1
5878,15,42,1.4047619047619047,59,3,4,34,7,3
5879,33,8,1.25,10,2,1,21,3,1
5880,13,18,1.5,27,3,3,33,6,2
5881,23,3,1.0,3,2,1,21,3,1
5882,20,46,1.1304347826086956,52,3,4,34,7,3
5883,185,3,4.0,12,1,1,11,2,0
5884,46,15,2.1333333333333333,32,1,2,12,3,1
5885,8,9,1.1111111111111112,10,4,1,41,5,2
5886,4,17,1.8823529411764706,32,4,2,42,6,2
5887,25,35,1.3142857142857143,46,2,4,24,6,2
5888,15,27,1.2222222222222223,33,3,4,34,7,3
5889,50,19,1.4210526315789473,27,1,3,13,4,1
5890,3,33,1.606060606060606,53,4,4,44,8,3
5891,16,59,1.3559322033898304,80,3,4,34,7,3
5892,51,10,1.1,11,1,1,11,2,0
5893,10,13,7.153846153846154,93,4,2,42,6,2
5894,3,23,1.173913043478261,27,4,3,43,7,3
5895,31,24,1.0,24,2,3,23,5,2
5896,10,59,1.5932203389830508,94,4,4,44,8,3
5897,32,10,1.3,13,2,1,21,3,1
5898,31,20,1.7,34,2,3,23,5,2
5899,24,34,1.2058823529411764,41,2,4,24,6,2
5900,34,14,1.9285714285714286,27,2,2,22,4,1
5901,30,15,1.4,21,2,2,22,4,1
5902,23,15,1.3333333333333333,20,2,2,22,4,1
5903,5,24,1.875,45,4,3,43,7,3
5904,18,16,1.1875,19,3,2,32,5,2
5905,13,59,1.3728813559322033,81,3,4,34,7,3
5906,10,20,2.65,53,4,3,43,7,3
5907,6,35,1.457142857142857,51,4,4,44,8,3
5908,31,20,1.85,37,2,3,23,5,2
5909,6,3,1.0,3,4,1,41,5,2
5910,2,17,1.7058823529411764,29,4,2,42,6,2
5911,82,2,1.5,3,1,1,11,2,0
5912,9,29,1.1379310344827587,33,4,4,44,8,3
5913,14,49,1.1428571428571428,56,3,4,34,7,3
5914,17,18,1.2777777777777777,23,3,3,33,6,2
5915,66,14,1.3571428571428572,19,1,2,12,3,1
5916,5,13,1.7692307692307692,23,4,2,42,6,2
5917,19,51,1.3333333333333333,68,3,4,34,7,3
5918,27,18,1.3888888888888888,25,2,3,23,5,2
5919,15,18,1.2222222222222223,22,3,3,33,6,2
5920,20,27,2.185185185185185,59,3,4,34,7,3
5921,119,18,1.3333333333333333,24,1,3,13,4,1
5922,18,31,1.4516129032258065,45,3,4,34,7,3
5923,45,2,2.0,4,1,1,11,2,0
5924,64,22,1.2727272727272727,28,1,3,13,4,1
5925,15,39,1.2307692307692308,48,3,4,34,7,3
5926,6,22,1.1363636363636365,25,4,3,43,7,3
5927,10,17,1.2352941176470589,21,4,2,42,6,2
5928,6,19,1.3157894736842106,25,4,3,43,7,3
5929,34,20,1.4,28,2,3,23,5,2
5930,108,8,1.25,10,1,1,11,2,0
5931,1,24,1.875,45,4,3,43,7,3
5932,30,27,1.5555555555555556,42,2,4,24,6,2
5933,26,31,1.1612903225806452,36,2,4,24,6,2
5934,64,10,1.1,11,1,1,11,2,0
5935,33,11,1.3636363636363635,15,2,2,22,4,1
5936,7,23,1.1304347826086956,26,4,3,43,7,3
5937,47,3,1.6666666666666667,5,1,1,11,2,0
5938,19,69,1.2463768115942029,86,3,4,34,7,3
5939,112,9,1.3333333333333333,12,1,1,11,2,0
5940,96,14,1.0714285714285714,15,1,2,12,3,1
5941,11,11,2.1818181818181817,24,4,2,42,6,2
5942,30,26,1.3846153846153846,36,2,3,23,5,2
5943,35,19,1.1578947368421053,22,2,3,23,5,2
5944,3,29,1.2758620689655173,37,4,4,44,8,3
5945,27,34,1.2058823529411764,41,2,4,24,6,2
5946,48,10,1.4,14,1,1,11,2,0
5947,12,41,1.3170731707317074,54,4,4,44,8,3
5948,20,27,1.8518518518518519,50,3,4,34,7,3
5949,37,13,1.0,13,2,2,22,4,1
5950,38,23,1.0869565217391304,25,2,3,23,5,2
5951,17,10,2.0,20,3,1,31,4,1
5952,10,19,1.2105263157894737,23,4,3,43,7,3
5953,88,5,2.0,10,1,1,11,2,0
5954,21,15,1.8,27,3,2,32,5,2
5955,37,37,1.027027027027027,38,2,4,24,6,2
5956,21,10,1.7,17,3,1,31,4,1
5957,23,15,1.0666666666666667,16,2,2,22,4,1
5958,22,7,1.7142857142857142,12,2,1,21,3,1
5959,2,15,1.1333333333333333,17,4,2,42,6,2
5960,56,9,1.7777777777777777,16,1,1,11,2,0
5961,26,28,1.6428571428571428,46,2,4,24,6,2
5962,35,24,1.3333333333333333,32,2,3,23,5,2
5963,22,11,1.5454545454545454,17,2,2,22,4,1
5964,13,41,1.2682926829268293,52,3,4,34,7,3
5965,40,7,1.1428571428571428,8,1,1,11,2,0
5966,22,8,1.875,15,2,1,21,3,1
5967,4,9,1.1111111111111112,10,4,1,41,5,2
5968,1,14,1.2142857142857142,17,4,2,42,6,2
5969,21,19,1.263157894736842,24,3,3,33,6,2
5970,24,21,1.619047619047619,34,2,3,23,5,2
5971,23,17,1.2352941176470589,21,2,2,22,4,1
5972,21,30,1.3,39,3,4,34,7,3
5973,5,34,1.3823529411764706,47,4,4,44,8,3
5974,25,21,1.3333333333333333,28,2,3,23,5,2
5975,197,4,1.0,4,1,1,11,2,0
5976,19,8,1.125,9,3,1,31,4,1
5977,18,7,1.2857142857142858,9,3,1,31,4,1
5978,46,24,1.625,39,1,3,13,4,1
5979,28,9,1.0,9,2,1,21,3,1
5980,25,26,1.0769230769230769,28,2,3,23,5,2
5981,4,20,1.1,22,4,3,43,7,3
5982,30,13,1.3076923076923077,17,2,2,22,4,1
5983,36,9,1.8888888888888888,17,2,1,21,3,1
5984,52,12,1.0833333333333333,13,1,2,12,3,1
5985,40,23,1.3043478260869565,30,1,3,13,4,1
5986,13,9,1.2222222222222223,11,3,1,31,4,1
5987,13,39,1.6923076923076923,66,3,4,34,7,3
5988,12,9,1.1111111111111112,10,4,1,41,5,2
5989,15,26,1.8461538461538463,48,3,3,33,6,2
5990,23,32,1.34375,43,2,4,24,6,2
5991,26,12,1.5,18,2,2,22,4,1
5992,81,12,1.0,12,1,2,12,3,1
5993,5,34,1.3529411764705883,46,4,4,44,8,3
5994,13,23,1.173913043478261,27,3,3,33,6,2
5995,33,12,1.4166666666666667,17,2,2,22,4,1
5996,15,33,1.3333333333333333,44,3,4,34,7,3
5997,87,9,1.3333333333333333,12,1,1,11,2,0
5998,3,12,1.4166666666666667,17,4,2,42,6,2
5999,53,41,1.170731707317073,48,1,4,14,5,2
6000,47,23,1.2608695652173914,29,1,3,13,4,1
6001,19,43,1.6744186046511629,72,3,4,34,7,3
6002,7,44,1.0227272727272727,45,4,4,44,8,3
6003,32,10,1.1,11,2,1,21,3,1
6004,6,37,1.2702702702702702,47,4,4,44,8,3
6005,16,40,1.875,75,3,4,34,7,3
6006,20,6,1.3333333333333333,8,3,1,31,4,1
6007,39,13,1.6153846153846154,21,2,2,22,4,1
6008,5,6,1.5,9,4,1,41,5,2
6009,16,45,1.1333333333333333,51,3,4,34,7,3
6010,30,16,1.75,28,2,2,22,4,1
6011,3,4,1.0,4,4,1,41,5,2
6012,14,33,1.3636363636363635,45,3,4,34,7,3
6013,38,9,1.1111111111111112,10,2,1,21,3,1
6014,6,42,1.380952380952381,58,4,4,44,8,3
6015,5,21,1.5238095238095237,32,4,3,43,7,3
6016,7,21,1.4761904761904763,31,4,3,43,7,3
6017,17,10,1.2,12,3,1,31,4,1
6018,28,10,1.4,14,2,1,21,3,1
6019,199,5,1.2,6,1,1,11,2,0
6020,18,6,2.5,15,3,1,31,4,1
6021,51,24,1.4583333333333333,35,1,3,13,4,1
6022,144,10,1.4,14,1,1,11,2,0
6023,68,9,1.1111111111111112,10,1,1,11,2,0
6024,37,2,2.0,4,2,1,21,3,1
6025,18,33,1.2121212121212122,40,3,4,34,7,3
6026,5,6,1.0,6,4,1,41,5,2
6027,19,17,1.588235294117647,27,3,2,32,5,2
6028,3,24,1.0416666666666667,25,4,3,43,7,3
6029,35,10,2.3,23,2,1,21,3,1
6030,36,11,1.6363636363636365,18,2,2,22,4,1
6031,31,9,1.0,9,2,1,21,3,1
6032,22,70,1.8,126,2,4,24,6,2
6033,9,19,1.3157894736842106,25,4,3,43,7,3
6034,16,9,1.2222222222222223,11,3,1,31,4,1
6035,92,9,2.111111111111111,19,1,1,11,2,0
6036,59,12,1.0833333333333333,13,1,2,12,3,1
6037,45,13,1.1538461538461537,15,1,2,12,3,1
6038,3,17,3.0,51,4,2,42,6,2
6039,16,18,6.555555555555555,118,3,3,33,6,2
6040,4,35,1.4285714285714286,50,4,4,44,8,3
6041,5,12,2.0833333333333335,25,4,2,42,6,2
6042,18,52,2.9423076923076925,153,3,4,34,7,3
6043,30,18,1.3333333333333333,24,2,3,23,5,2
6044,144,7,1.0,7,1,1,11,2,0
6045,3,10,2.0,20,4,1,41,5,2
6046,32,2,1.0,2,2,1,21,3,1
6047,153,2,2.5,5,1,1,11,2,0
6048,41,16,1.3125,21,1,2,12,3,1
6049,5,24,1.25,30,4,3,43,7,3
6050,28,29,1.896551724137931,55,2,4,24,6,2
6051,74,10,1.3,13,1,1,11,2,0
6052,12,36,3.3333333333333335,120,4,4,44,8,3
6053,25,13,1.3846153846153846,18,2,2,22,4,1
6054,16,8,3.125,25,3,1,31,4,1
6055,32,5,1.0,5,2,1,21,3,1
6056,11,6,1.3333333333333333,8,4,1,41,5,2
6057,6,25,1.12,28,4,3,43,7,3
6058,36,3,2.0,6,2,1,21,3,1
6059,48,19,1.3157894736842106,25,1,3,13,4,1
6060,13,40,1.525,61,3,4,34,7,3
6061,20,17,1.7647058823529411,30,3,2,32,5,2
6062,23,18,1.0555555555555556,19,2,3,23,5,2
6063,15,29,1.1379310344827587,33,3,4,34,7,3
6064,35,26,1.6153846153846154,42,2,3,23,5,2
6065,11,34,1.6176470588235294,55,4,4,44,8,3
6066,31,5,1.4,7,2,1,21,3,1
6067,174,7,1.0,7,1,1,11,2,0
6068,17,50,1.16,58,3,4,34,7,3
6069,46,8,1.5,12,1,1,11,2,0
6070,45,11,1.0909090909090908,12,1,2,12,3,1
6071,35,11,1.2727272727272727,14,2,2,22,4,1
6072,16,21,1.2857142857142858,27,3,3,33,6,2
6073,126,11,2.3636363636363638,26,1,2,12,3,1
6074,35,22,1.5909090909090908,35,2,3,23,5,2
6075,38,14,1.5,21,2,2,22,4,1
6076,24,15,1.3333333333333333,20,2,2,22,4,1
6077,26,4,1.0,4,2,1,21,3,1
6078,30,29,1.9310344827586208,56,2,4,24,6,2
6079,18,33,1.696969696969697,56,3,4,34,7,3
6080,15,17,1.7647058823529411,30,3,2,32,5,2
6081,4,19,1.0,19,4,3,43,7,3
6082,52,24,1.4166666666666667,34,1,3,13,4,1
6083,11,11,1.5454545454545454,17,4,2,42,6,2
6084,24,21,1.4285714285714286,30,2,3,23,5,2
6085,47,27,2.4814814814814814,67,1,4,14,5,2
6086,53,8,1.0,8,1,1,11,2,0
6087,146,8,1.25,10,1,1,11,2,0
6088,37,13,3.8461538461538463,50,2,2,22,4,1
6089,10,11,1.0,11,4,2,42,6,2
6090,113,8,1.25,10,1,1,11,2,0
6091,81,6,1.0,6,1,1,11,2,0
6092,17,23,1.2173913043478262,28,3,3,33,6,2
6093,27,14,1.9285714285714286,27,2,2,22,4,1
6094,17,22,1.2272727272727273,27,3,3,33,6,2
6095,22,25,1.36,34,2,3,23,5,2
6096,12,16,1.1875,19,4,2,42,6,2
6097,19,23,1.0434782608695652,24,3,3,33,6,2
6098,3,18,1.4444444444444444,26,4,3,43,7,3
6099,23,29,1.2413793103448276,36,2,4,24,6,2
6100,5,15,1.2,18,4,2,42,6,2
6101,53,6,1.1666666666666667,7,1,1,11,2,0
6102,32,26,1.1538461538461537,30,2,3,23,5,2
6103,1,25,1.44,36,4,3,43,7,3
6104,32,7,1.0,7,2,1,21,3,1
6105,17,20,1.5,30,3,3,33,6,2
6106,39,19,1.368421052631579,26,2,3,23,5,2
6107,2,14,1.0714285714285714,15,4,2,42,6,2
6108,11,28,1.3214285714285714,37,4,4,44,8,3
6109,28,25,1.36,34,2,3,23,5,2
6110,1,48,1.0833333333333333,52,4,4,44,8,3
6111,15,35,1.0571428571428572,37,3,4,34,7,3
6112,15,15,1.2,18,3,2,32,5,2
6113,149,6,1.1666666666666667,7,1,1,11,2,0
6114,34,13,1.6153846153846154,21,2,2,22,4,1
6115,32,6,1.6666666666666667,10,2,1,21,3,1
6116,9,36,1.1944444444444444,43,4,4,44,8,3
6118,49,12,1.0833333333333333,13,1,2,12,3,1
6119,39,39,1.205128205128205,47,2,4,24,6,2
6120,122,8,1.625,13,1,1,11,2,0
6121,88,12,1.0833333333333333,13,1,2,12,3,1
6122,69,17,1.7058823529411764,29,1,2,12,3,1
6123,83,12,1.4166666666666667,17,1,2,12,3,1
6124,52,10,1.3,13,1,1,11,2,0
6125,130,11,1.3636363636363635,15,1,2,12,3,1
6126,49,22,1.9090909090909092,42,1,3,13,4,1
6127,3,5,1.8,9,4,1,41,5,2
6128,22,23,1.2173913043478262,28,2,3,23,5,2
6129,21,5,1.2,6,3,1,31,4,1
6130,33,15,1.2,18,2,2,22,4,1
6131,26,27,1.1851851851851851,32,2,4,24,6,2
6132,11,26,1.3846153846153846,36,4,3,43,7,3
6133,11,5,1.0,5,4,1,41,5,2
6134,30,36,1.6666666666666667,60,2,4,24,6,2
6135,106,12,1.0833333333333333,13,1,2,12,3,1
6136,12,32,1.5625,50,4,4,44,8,3
6137,15,21,1.5714285714285714,33,3,3,33,6,2
6138,11,18,1.4444444444444444,26,4,3,43,7,3
6139,26,12,1.0833333333333333,13,2,2,22,4,1
6140,82,6,1.3333333333333333,8,1,1,11,2,0
6141,21,12,1.25,15,3,2,32,5,2
6142,58,1,1.0,1,1,1,11,2,0
6143,47,4,1.5,6,1,1,11,2,0
6144,11,32,1.375,44,4,4,44,8,3
6145,37,15,1.4,21,2,2,22,4,1
6146,7,6,1.0,6,4,1,41,5,2
6147,55,14,1.3571428571428572,19,1,2,12,3,1
6148,160,9,1.0,9,1,1,11,2,0
6149,6,15,1.7333333333333334,26,4,2,42,6,2
6150,11,22,1.1363636363636365,25,4,3,43,7,3
6151,5,22,1.1818181818181819,26,4,3,43,7,3
6152,14,23,1.0869565217391304,25,3,3,33,6,2
6153,21,6,1.1666666666666667,7,3,1,31,4,1
6154,26,6,1.1666666666666667,7,2,1,21,3,1
6155,23,9,1.3333333333333333,12,2,1,21,3,1
6156,15,10,1.5,15,3,1,31,4,1
6157,17,7,2.142857142857143,15,3,1,31,4,1
6158,17,10,1.6,16,3,1,31,4,1
6159,3,24,1.2083333333333333,29,4,3,43,7,3
6160,16,14,1.1428571428571428,16,3,2,32,5,2
6161,33,5,5.8,29,2,1,21,3,1
6162,16,11,1.3636363636363635,15,3,2,32,5,2
6163,28,10,1.9,19,2,1,21,3,1
6164,19,29,1.1379310344827587,33,3,4,34,7,3
6165,2,20,1.15,23,4,3,43,7,3
6166,6,38,1.368421052631579,52,4,4,44,8,3
6167,64,15,1.1333333333333333,17,1,2,12,3,1
6168,33,41,1.6585365853658536,68,2,4,24,6,2
6169,28,8,1.625,13,2,1,21,3,1
6170,64,10,1.0,10,1,1,11,2,0
6171,5,62,1.032258064516129,64,4,4,44,8,3
6172,96,22,1.6818181818181819,37,1,3,13,4,1
6173,30,10,1.3,13,2,1,21,3,1
6174,27,11,1.0909090909090908,12,2,2,22,4,1
6175,52,23,1.0869565217391304,25,1,3,13,4,1
6176,1,72,1.5555555555555556,112,4,4,44,8,3
6177,27,11,1.0909090909090908,12,2,2,22,4,1
6178,29,15,2.066666666666667,31,2,2,22,4,1
6179,22,17,1.1764705882352942,20,2,2,22,4,1
6180,82,18,1.0,18,1,3,13,4,1
6181,15,13,1.2307692307692308,16,3,2,32,5,2
6182,5,36,1.1388888888888888,41,4,4,44,8,3
6183,22,8,1.0,8,2,1,21,3,1
6184,31,29,1.1724137931034482,34,2,4,24,6,2
